chrM	1488	1598	TP	479	+
chrM	1486	1596	TP	393	+
chrM	1482	1596	TP	426	+
chrM	1479	1610	TP	373	+
chrM	1477	1610	TP	440	+
chrM	1463	1572	TP	218	+
chrM	1449	1560	TP	269	+
chrM	1417	1488	TP	38	+
chrM	1421	1562	TP	229	+
chrM	1447	1626	TP	368	+
chrM	1396	1566	TP	264	+
chrM	1386	1564	TP	343	+
chrM	1358	1616	TP	411	+
chrM	1340	1571	TP	293	+
chrM	1300	1478	TP	325	+
chrM	1296	1482	TP	326	+
chrM	1327	1598	TP	443	+
chrM	1268	1460	TP	383	+
chrM	1265	1425	TP	364	+
chrM	1263	1423	TP	376	+
chrM	1267	1473	TP	311	+
chrM	1253	1446	TP	342	+
chrM	1262	1478	TP	332	+
chrM	1249	1472	TP	415	+
chrM	1245	1475	TP	324	+
chrM	1203	1446	TP	342	+
chrM	1197	1247	TP	13	+
chrM	1200	1365	TP	267	+
chrM	1194	1375	TP	265	+
chrM	1183	1429	TP	301	+
chrM	1182	1435	TP	351	+
chrM	1179	1434	TP	459	+
chrM	1175	1433	TP	319	+
chrM	1171	1441	TP	256	+
chrM	1154	1204	TP	38	+
chrM	1090	1179	TP	193	+
chrM	1133	1364	TP	189	+
chrM	1081	1181	TP	195	+
chrM	1096	1364	TP	280	+
chrM	1071	1193	TP	169	+
chrM	932	1137	TP	543	+
chrM	1089	1369	TP	247	+
chrM	894	1182	TP	401	+
chrM	889	1180	TP	384	+
chrM	846	1106	TP	403	+
chrM	808	918	TP	165	+
chrM	809	1100	TP	371	+
chrM	773	862	TP	75	+
chrM	776	943	TP	125	+
chrM	747	799	TP	206	+
chrM	713	865	TP	242	+
chrM	726	929	TP	213	+
chrM	693	823	TP	324	+
chrM	699	923	TP	238	+
chrM	694	938	TP	225	+
chrM	663	936	TP	374	+
chrM	3053	3135	TP	163	+
chrM	3060	3322	TP	444	+
chrM	2999	3059	TP	229	+
chrM	3029	3189	TP	259	+
chrM	2982	3098	TP	219	+
chrM	3058	3311	TP	473	+
chrM	2925	2979	TP	56	+
chrM	2932	3105	TP	131	+
chrM	2915	3100	TP	185	+
chrM	2908	3067	TP	111	+
chrM	2906	3052	TP	135	+
chrM	2931	3190	TP	257	+
chrM	2825	2989	TP	308	+
chrM	2812	2932	TP	595	+
chrM	2838	3096	TP	258	+
chrM	2725	2935	TP	479	+
chrM	2728	2966	TP	567	+
chrM	2815	3101	TP	289	+
chrM	2657	2723	TP	268	+
chrM	2655	2723	TP	264	+
chrM	2653	2720	TP	263	+
chrM	2641	2733	TP	288	+
chrM	2583	2644	TP	177	+
chrM	2634	2738	TP	300	+
chrM	2717	2984	TP	574	+
chrM	2566	2639	TP	107	+
chrM	2567	2813	TP	383	+
chrM	2568	2827	TP	511	+
chrM	2565	2815	TP	383	+
chrM	2535	2639	TP	99	+
chrM	2547	2734	TP	233	+
chrM	2518	2573	TP	64	+
chrM	2486	2651	TP	199	+
chrM	2338	2442	TP	466	+
chrM	2327	2451	TP	505	+
chrM	2324	2452	TP	501	+
chrM	2489	2734	TP	99	+
chrM	2452	2672	TP	227	+
chrM	2473	2722	TP	242	+
chrM	2187	2456	TP	484	+
chrM	2185	2450	TP	461	+
chrM	2142	2257	TP	305	+
chrM	2056	2270	TP	366	+
chrM	2042	2269	TP	555	+
chrM	2174	2450	TP	434	+
chrM	2040	2320	TP	541	+
chrM	2039	2272	TP	574	+
chrM	1908	2011	TP	426	+
chrM	2007	2284	TP	611	+
chrM	1907	2022	TP	340	+
chrM	1903	2020	TP	408	+
chrM	1886	2022	TP	453	+
chrM	1744	1868	TP	61	+
chrM	1741	1853	TP	114	+
chrM	1622	1853	TP	250	+
chrM	1783	2021	TP	316	+
chrM	1587	1846	TP	424	+
chrM	1586	1856	TP	422	+
chrM	1585	1855	TP	403	+
chrM	1579	1854	TP	360	+
chrM	1482	1596	TP	438	+
chrM	1463	1572	TP	233	+
chrM	1448	1561	TP	229	+
chrM	1421	1562	TP	259	+
chrM	1430	1673	TP	528	+
chrM	1427	1673	TP	490	+
chrM	1420	1685	TP	462	+
chrM	1417	1686	TP	428	+
